USER,DATE,STAR,LIKE,TITLE,REVIEW
꿍해요,2023-09-10 20:40:58-07:00,1,0,4개월 19살 엄마,"아니 유료화 된건 그냥저냥 이해를 하겟는데요
미성년자는 못 사용한다는건 뭔 소리죠?
그냥 단지 결제때문인가요 ?
그럼 대한민국 고딩 엄마 아빠들은 애가 아프면 쩔쩔 매면서 소아과 대기 50명이든 말든 방문 접수 하라는거네요? 
당신들이 입장 좀 바꿔서 생각 좀 해봐요 
애가 아픈데 19살이라서 미성년자는 결제를 하면 안되서라는 이유 때문에 빠르게 병원을 못 가는 그 부모 심정 되보셨어요 ?
제발 생각 좀 하면서 바꿧으면 좋겟네요
결제란 이유때문이면 카카오톡 선물하기도 어떻게 하죠 ? 그사람들도 결제때문에 막겠네요 ? 
진짜 잘 쓰다가 그지같아서 못 써먹겠네요"
Andy Jo 99,2023-09-09 17:26:23-07:00,1,0,예약가능여부도 돈내고 확인 되아야 하나요,"애가 급하게 아파서 돈내고 빨리 예약하려 했는데 예약마감이네요. 잇속만 챙기는 어플이네요.

좋은댓글에만 답글다는 참.  어처구니가 없네요"
쑷막,2023-09-08 21:18:54-07:00,1,0,어이없는 유료화,당장 빼시죠
의료는 공공이다,2023-09-08 17:43:54-07:00,1,0,공공서비스인 의료에 비용을 국민에게 청구한다?,"우리나라에서 의료는 엄연히 공공 서비스 범주에 들어갑니다.
공공 의료서비스에 이런식으로 BM을 창출하게되고 유사 서비스가 많아진다면 우리나라도 미국처럼 변질 될 우려가 있습니다.
사용자에게 의료서비스 유료 구독을 요구하는 이런 서비스는 당장 없어져야합니다"
레꾸폴레,2023-09-08 17:07:21-07:00,1,0,웬만하면 리뷰 안남기는데,"소아과 예약 대기 너무 힘들어서 유료여도 쓰는데 
아홉시 되자마자 클릭하니깐 다운 ㅋㅋㅋ
아짜증나 대기 안할라고 쓰는 어플 아니에요?????? 
앱삭제하고 다시 깜.. 2분 사이에 대기자 26명… 
진짜 재수없는 앱입니다."
똑딱뭐냐,2023-09-08 02:35:57-07:00,1,0,왜,"무료로 사용할때는 좋았습니다
유료로 사용 할때는 그만한 가치가 있나
생각이 듭니다
똑딱 사용하는 병원 말고 
다른 어플 사용하는 병원을 찾아 가야겠습니다."
아출,2023-09-07 23:00:02-07:00,1,0,쓰레기들,"보통 소아과로 쓸텐데 소비자한테 병원비외 또 돈을 뜯어갈 생각을 하시다니..
부자 되세요"
하씨얌,2023-09-07 22:00:13-07:00,5,0,최고입니다.,"소아과에서의 기다림의 시간을 없애주었네요. 
최고입니다."
6갤,2023-09-07 17:06:43-07:00,1,0,19살 엄마,"안녕하세요 전 6개월 아기를 육아하는 19살 애기엄마입니다
미성년자 엄마는 똑닥 어플도 사용 못하나요 ? 
어이가 없네요 ; 
전에 잘 사용하고 있었는데 이용료를 내야할 뿐더러 이용료 내려고 해도 미성년자 부모는 사용도 못하더라고요 ? 
진짜 화가 나네요"
우으으악,2023-09-07 02:08:00-07:00,1,0,진료 예약을 일년에 몇번한다고,ㅋㅋㅋㅋㅋㅋㅋᩚ 지울게요 별점일점도 아까워요
비타민비,2023-09-07 01:44:19-07:00,1,0,병원도 옮길꺼예요,"예약도 바로 마감되고 대기시간도 더 길고, 이런데 유료맴버십을 쓰라고요??
탈퇴합니다. 병원도 옮길꺼예요!!
똑닥 안쓰는 병원으로

똑닥은 떼돈을 벌겠네"
래나킴,2023-09-07 00:47:09-07:00,1,0,현장 접수 엉망진창,똑딱으로 접수하면 현장 도착하는 순서대로 우선 진료를 해주고 똑딱 없이 현장 접수 하면 그 똑딱 접수자가 올때마다 진료 순서가 밀려난다는게 말이 되냐고요 천원 더 낸 사람들 혜택이 좀 어이가 없네요 똑딱 안하는 병원 찾아 다녀야겠어요
야슐,2023-09-07 00:10:10-07:00,4,0,유료화 아쉽지만,유료화 아쉽지만 그래도 쓰기 편해서 멤버십 가입했어요
루시드나나,2023-09-06 15:44:14-07:00,5,0,야..쓰레기어플,예약을 돈을 받냐? 개어이 없네 쓰레기야.
호두팔이,2023-09-06 02:24:22-07:00,1,0,곧 사라져야 할 어플,대한민국이 자랑하는 의료서비스의 질과 수준을 떨어트리는 정책입니다. 천백원어치 양심을 가진 어플입니다.
123라라,2023-09-04 19:19:37-07:00,1,0,계곡에 평상깔고 돈받는 꼴,왜 국민이 의료서비스를 받는데 가운데서 이득을 취하나요?
asakarum,2023-09-04 17:57:17-07:00,5,0,여러분 이 앱 사용 하지마세요,"원래 유료화 안했는데 갑자기 유료화 해버리고 미성년자는 접수 못하게끔 이따구로 개같이 하는 똑딱앱 이용하지
마시고 걍 옛날 처럼 현장 접수로 계속 갑시다 유료화 멤버십 신청하면 돈내고 접수하는 호구환자 되는 겁니다. 똑딱 유료접수멤버십 반대!!!!!!"
쩡하찌,2023-09-04 08:49:11-07:00,5,0,삭제합니다.,다음메일 인터넷 우표제 꼴 나겠네요.
똑딱매국놈,2023-09-04 08:10:28-07:00,1,0,의료민영화랑 머가 다르냐,나쁜놈들 병원에 돈 받아야지 환자한테 돈을 받냐
렛츠꼬,2023-09-04 01:27:33-07:00,1,0,전 탈퇴했습니다. 개인정보 제대로 삭제부탁합니다.,"전화예약 안받는 소아과였는데 언제부턴가 똑닥으로 예약한 사람들이 있어서 기다리는 시간이 길어져 저도 어플을 안받을 수가 없었습니다. 근데 이게 참 별로인 시스템 같아요. 이 어플 이용하는 병원들에게는 무슨 좋은 점이 있는지는 모르겠지만 환자 입장에서는 이 어플을 이용하지 않으면 진료보기까지 엄청 오래 기다리게 될 수도 있는 무척 불공정한 시스템이라 대기시간 줄이기 위해 어플사용을 어쩔 수 없이 하게 되었는데 금방 또 유료전환이라니, 대기번호표를 돈주고 사는 느낌이라 기분이 나쁘네요. 한 달에 천원이 큰 돈은 아니지만 이건 누구를 위한 플랫폼인건지 왜 만들어진건지 소비자만 바보된 느낌이에요. 오늘 탈퇴했습니다. 그냥 병원 가서 직접 접수하고 공정하게 기다리고 똑닥 불공정하고 불편하다고 항의하는 것이 맞는 것 같으네요. 모두 다 그렇게 생각하고 있을 것 같아요. 모두에게 똑같이 시간이 소중한 거잖아요. 씁쓸해요."
ybpark84,2023-09-03 20:43:57-07:00,1,0,유료화 하면 깔끔하게 지울께요,"이렇게 만들고 유료화 하나요!?. 하하
병원에서 받아야죠. 고객들이 떠나면 병원에도 못받을텐데
병원에서 똑닥으로만 받으면 공정위. 소비자 보호 단체에 신에 신고힐꺼임 ㅎㅎ 
 똑닥으로만 예약받는 병원 있으면 안갈꺼임 
에버메디랑 굳닥 알라뷰 

똑닥 바이바이~"
이건 아님,2023-09-03 17:30:30-07:00,1,0,병원에서 수수료를 받아야지 환자에게 또 받는다고?,"어디서 나온 발상인지.. 이 프로그램 이용하는 병원도 환자 떨어지겠군요. 당연히 병원에 수수료를 받아야지 환자에게 어플 이용료 까지 받는다고?  이제 이 어플 사용 안하는 곳 가면 되겠어요. 많거든요~~
그리고 구독 서비스라니. 병원을 매일 매주 가는것도 아닌데 이용하지도 않고 계속 돈을 내라고? 바보인가..."
바나벵,2023-09-03 08:07:47-07:00,1,0,실면서 어플에 별1개는 처음 줍니다,이렇게 굳이 찾아와서 별점 1점 주는건 처음이에요. 사람 몰리는 시간대 (특히 자정 넘어갈때) 접속 상태가 너무 안좋습니다. 버벅거리고 렉걸리고 튕기고. 하루이틀 문제가 아니라 처음 사용했을때부터 지금까지 전혀 변함이 없네요. 유료서비스 하길래 사전신청 해뒀는데 그때는 이따위 상태가 아니길 바랍니다.
silvershower,2023-09-02 18:05:42-07:00,1,0,깡패가 따로 없음,환자들 인질 잡고 유료화를 한다니 깡패가 따로 있나 이게 깡패지
율량동 호랑이,2023-09-01 14:37:00-07:00,5,0,편리해요,편리해요
뾰로롱 ㅇ,2023-08-31 23:13:00-07:00,1,0,유료화라니,언제아플지도 모르는데 유료화요?! 예약을 돈주고 해요? 무료로 해서 전부 이용하게 만들고 지금은 천원으로 시작해서 얼마나 더 올릴려고 합니까. 그냥 망하세요. 안써요
혼운,2023-08-31 23:04:50-07:00,1,0,돈독오른 어플 삭제합니다,정떨어집니다
뿌렝땅뿌루꾹,2023-08-31 22:23:55-07:00,1,0,뭔짓거리인지 모르겠음,"이용료 부담을 왜 사용자가 져야하는지 모르겠네;;

매장에 카드 단말기 둘 때 카드 사용자에게 이용료를 받나??
매장에게 단말기 이용료랑 수수료를 받는 것처럼 병원이 져야하는게 상식 아닌가??"
velymooom,2023-08-31 22:14:35-07:00,1,0,오늘부로 삭제,사라져주세요
좋아요마우,2023-08-31 21:50:16-07:00,3,0,유료화는 다시 검토 부탁드립니다,"병원에서 예약 시스템을 어플을 통해 운영하면 병원에서 수수료를 받아야하고, 환자들은 이 어플말고 다른 어플이나 전화예약을 할수 없어, 선택권 없이 쓰는겁니다. 운영예산이 모자르다면 병원측과 협의하고 유료화는 다시 검토 부탁드립니다!"
difjsieifiuf,2023-08-31 21:24:29-07:00,1,0,유료화?,"어플 삭제하거 다른 거로 갈아탑니다~
대기 거는데 유료라니ㅋㅋㅋㅋ"
냐냐냐ㅑ야냐냥,2023-08-31 17:51:27-07:00,1,0,미친어플,바로 탈퇴한다
ㅋㅋㅋㅋㅋㅋ미,2023-08-29 17:10:58-07:00,1,0,별그지같은,참ㅋ
yoonkp,2023-08-29 01:23:09-07:00,1,0,유료화 실화?,"이거 완전 의료 민영화 부추기는 어플이네
어이없음"
구래구래몬,2023-08-28 00:12:14-07:00,1,2,별다섯개여야상위에올라가서상위로합니다.,"테이블링과 같은 수익성을 바라고 변경한 것 같은데요. 엄연히 병원에 진료받는 것은 권리입니다. 엄연한 사기업주제에 국민한테 수수려를 뜯어내는 짓을 하다니요 선넘지마세요.

잘 사용하였는데 불매합니다. 다른 방식으로 수익창출하는 방법을 고심하시길 바랍니다."
주아맘19,2023-08-26 08:23:23-07:00,5,0,유용하게 잘 사용하고 있어요^^,유용하게 잘 사용하고 있어요^^
둥이어무이,2023-08-25 16:33:56-07:00,4,0,대기자현황접수전에볼수있음좋겟어요,업데이트전에 접수전에 대기자수가보이니 너무편하고좋앗는데 이제는 접수해야만 보이니 너무 불편합니다
uuuuu__n,2023-08-24 19:20:11-07:00,5,0,고마운 어플,어플 잘 만들어 주셔서 잘쓰고있어요
vvvoyagee,2023-08-24 16:29:11-07:00,5,0,예약병원 편하게 이용하고 있어요~,시간예약기능도 있으면 좋겠어요!
남극꼬양이,2023-08-24 12:20:14-07:00,1,1,미쳤구나 정녕,건드려선 안되는 분야를 건드리는구나 너희가
아도겐츄,2023-08-24 10:16:53-07:00,1,2,니네가 뭔데 접수권을 유료화해,의료보험료내고 내가 쓰는 권리인데 왜 예약에 대해 유료화를 함?? 앱 못쓰는 사람들은 의료 시설도 이용 못하게 하는거냐? 똑닥 니네는 잘못하는거다. 니들 이익을 위해서 의료 시스템에 숟가락 얹지마라.
튜디닝,2023-08-24 07:34:10-07:00,1,1,최악의 어플,"안씁니다
빠이
조끗네"
고소고소미,2023-08-23 21:14:31-07:00,1,1,똑닥어플 사용 반대,"의료서비스가 공공재든 민간재든 그건 중요한게 아님. 진짜 문제는 공급자와 생산자 사이에 끼어들어 진료받을 권리를 상품화해서 값을 매겨 파는게 맞는거냐는거지.
국가가 굳이 전국민 대상으로 보험료 강제징수하고 온갖 의료 정책을 만들어서 시장에 간섭하면서까지 의료 취약 계층이 생기는걸 막으려고 하는 이유를 생각을 해보자.
이건 결국 노인, 빈자, 보호자 없는 어린 아이 등 의료 취 약계층을 만드는 반사회적 서비스임.
차가운 경제학? 그게 그렇게 유토피아적인거였으면 19세 기 자본주의에서 이미 모두가 행복했겠지."
신기루89,2023-08-23 18:54:19-07:00,5,0,잘쓰고있어요,잘 쓰고 있어요
부쀼ㅜ,2023-08-23 04:07:58-07:00,1,2,정부랑 담판짓고오시길,"유료화하면 의료 민영화 본인들이 하시는거예요 ㅎㅎ그 어려운걸ㅎㅎㅎ우리나라의 유일한 자랑을 ㅎㅎㅎㅎ 
진짜 기가 찬다 ㅋㅋㅋㅋㅋㅋㅋㅋ"
MerryJuneNine,2023-08-22 19:00:09-07:00,5,0,편해요,가서 오래 안기다려도 되구요
Disroway,2023-08-20 16:40:12-07:00,1,2,예약되는 병원도 많지 않은데 유료화라. 탈퇴합니다.,예약되는 병원 거의 없거든요. 그래도 사용하고 있던 이유는 근처병원 검색용이었습니다. 근데 2023년 9월 2일부터는 돈 안내면 예약못한다라고 하더라고요. 이유는 본인들이 병원 영업 못했으니 일반 사용자에게라도 돈 받아보겠다라고 하더라고요. 그래서 깔끔하게 앱 삭제했습니다. 도입요청도 열심히 눌러줬었는데 적자이유로 돈 안받으면 안되겠다? B To B사업모델 특히 병원 예약에서 환자가 돈을 내야 예약가능하다? 그냥 똑딱 안쓰고 병원 전화합니다. 예약 안되면 가서 기다리고요. 뭐 사실 똑딱으로 예약 해보려고 해도 되는데가 없었으니 별차이는 없지만요
내이름안병규,2023-08-19 23:31:13-07:00,5,0,좋아요,좋습니다
워터로그오류빡쳐,2023-08-19 02:59:44-07:00,1,1,소비자한테 책임전가하지말고 병원에 받으세요,"소비자한테 책임전가하지말고 병원에 받으세요  
시작은 천원이겠지 이 어플 없는 사람들은 병원에서 결국 진료 못받는 상황도 올것임 키오스크 같은 짓거리하고 있네"
빈예맘,2023-08-18 00:31:52-07:00,5,0,똑닥 좋아요,"똑닥 너무 편리해요😎😎
미리 접수하니까 시간 단축할 수 있어서 너무 좋아요
엄마폰에도 깔아놨어요 엄마도 좋아하셨어요~
똑닥 최고❤️😍"
추추피피,2023-08-17 20:17:24-07:00,1,1,천원이 문제가 아니고,"이걸 왜 사용자가 내요. 병원이 부담해야죠.....
똑닥 키오스크까지 전적으로 도입한 개인의원의 경우 직원 한둘은 덜 써도 될 정도에요"
가을스,2023-08-14 21:42:29-07:00,1,1,정부야일해라,"서민들에게 도움이되려면 이런거 유료화 되는거 막아라
이게 카르텔아니냐?
서민고혈 빨아먹는 악덕카르텔 세무조사하고 압수수색해라"
아쉽습,2023-08-14 21:06:54-07:00,5,5,별점 일부러 5개 줬습니다.,"제가 아는 병원 어플은 병원에서 이용료를 받고 이용객들한테는 이용료를 받지 않는 데 똑딱은 지금까지 무료로 이용하다가 왜 이용료를 내야하죠, 여러가지 충당할 돈이 많아졌다면 병원측에서 더 받아야 하는 게 아닌가요"
피쉬파파,2023-08-14 21:05:18-07:00,5,0,유료화 아쉽네요 ㅜ,저희 아기가 이번에 태어나서 이제 매달 의무 예방접종을 해야하는데 정부지원 무료예방접종을 돈내고 맞아야 하는군요 ….ㅠㅠ 예약어플이란게 병원측 편의가 더 많은데 (전화예약 받지않는 병원들) 병원측에 수수료를 더 받는 부분이 있지 않을까 하네요
리틀국,2023-08-14 18:16:31-07:00,4,0,편리한 똑딱,간편하게 예약 가능해서 너무 좋고 가족간 예약 기능도 너무 좋은 거 같아요!!
지나가던 전정국 팬,2023-08-14 17:30:53-07:00,1,1,진짜 뮤ㅓ같음,"코로나라 힘들어죽겠는데 서버오류라고 접수 씹힘
병원측에서도 서버이상으로 입장처리된거라 해줄수잇는거 없다함"
아능형,2023-08-14 16:13:32-07:00,4,0,집에서 편하게 예약,병원에서 시간 낭비하며 무작정 기다리지 않아서 시간을 효율적으로 사용할 수 있어서 좋아요~ 차례가 다가오면 알림 설정 있으면 너무 좋을 것 같아요 :)
워리워리워워,2023-08-14 01:43:31-07:00,5,0,너무 편리해요,가서 오래 기다리지 않고 대기자수도 볼 수 있어서 너무 좋아요
노별노별노별,2023-08-12 21:39:12-07:00,1,1,초단위 마감 병원 접수보장은요?,초단위로 마감되는 소아과도 진료 보장되나요????? 누굴위한 유료환지 모르겠네요
유유료 사용자,2023-08-09 22:56:44-07:00,1,1,의사한테 돈 뜯어내긴 무서우니 환자한테 뜯어내는 악덕기업,시덥잖은 변명 다 들었는데 결국 병원에다 돈 받기는 무섭고 의사가 뭐라할까 겁나서 환자한테 돈 뜯겠다는 무서운 발상.^^ 안 쓰면 그만
sunyzion,2023-08-09 18:30:28-07:00,1,5,이 서비스가 구독서비스로 가치가 있나요?,"애가 아프면 병원 진료를 위해 얼마든 돈을 씁니다. 근데 진료서비스와는 별개로 중간 서비스에서 단순 대기번호를 받기위해 언제 아플지 모르지만 돈을 내라?
병원에서 대기 환자들 정보 입력할 수고 덜었고 순번에 항의하는 부모 컴플레인 안 받게 됐으니 병원에서 비용절감이 제일 클텐데 이걸 왜 저희가 내나요?
이제 좀 있으면 프리미엄 서비스 나와서 퀵진료. 대기없는 진료가능 서비스도 나오겠네요. 
회사 경영이 어렵다는건 안타까운데 이걸 왜 부모들에게서 받나요?  수익구조를 이방법외엔 없는지 안타깝네요. 한동안 잘 썼습니다. 가서 대기하나 똑딱으로 대기하나 대기시간 긴건 똑같은데 삭제합니다."
인도햇반,2023-08-09 14:54:00-07:00,5,0,앞으로도 잘 해주실거라 믿고 씁니다.,"많은 병원이 똑닥 도입요청만 뜰뿐

실제론 안쓰는 병원이 많아서 약간 힘들었는데

그래도 되는 병원에선 편하게 예약해서

썼습니다.

앞으로 유료 정기 구독이 생기는만큼

더 많은 기능과 많은 병원 도입이 이뤄지길

바랍니다."
계란꽃11,2023-08-08 22:15:54-07:00,1,1,유료화라니요,탈퇴합니다
부산은행그켬,2023-08-07 05:22:40-07:00,1,1,유료 ㅎ,네~수고하세요
유료화 반대,2023-08-07 03:17:48-07:00,1,2,황당한 유료화,"처음부터 병원측과 논의가 된 사항인가요?
수익구조를 만들지 못하는 뚝닥 측의 잘못을 사용자한테 돌리는것 같네요. 무료화 되서 어느정도 사용자가 늘어나니 유료화를 한다는건 진짜 사용자를 기만한 행동이라고 생각합니다. 앱을 런칭할때부터 유료화가 예정되어 있었다면 어느 병원이 사용했을까 싶어요. 자주가는 동네 병원에 뚝닥 사용을 하지 말라고 이야기해보려고 합니다.
최악이네요."
피치핓,2023-08-07 03:14:08-07:00,1,2,유료화는 의료민영화 시작,"배달비용이 1,000원, 2000원에서 시작됐었죠? 
지금 그 비용들이 경쟁이 붙어 얼마인지 생각해보세요.
이제 병원 “예약”비용도 머지않았다고 생각합니다. 
삭제합니다."
AennaKing,2023-08-07 01:37:58-07:00,1,1,멤버쉽 어이없어서 삭제합니다,"그깟 천원 만원이 없어서가 아니라, 수수료를 병원에다가 받아야 맞는거 아닌가요? 예약하는 환자에게 받는건 무슨 경우인가요? 예약비도 아니고 어이없네요."
조오카,2023-08-07 01:33:17-07:00,1,1,유료화 장난하나 ㅋㅋ,소아과만 가면 그놈의 똑닥똑닥 난리를 쳐대고 진료 한 번 보기도 힘들어서 깔았더니 이젠 유료화 ㅋㅋㅋㅋㅋㅋㅋㅋ 말이 안 나오네 진짜 대단하세요 ㅋㅋ
