USER,DATE,STAR,LIKE,TITLE,REVIEW
Hyunjun Junghun,2023-08-20 05:16:32-07:00,5,0,병원 대기가 없어져서 너무 좋네요,병원가서 접수하면 항상 대기가 너무 길어서 시간낭비도 하고 힘들었는데 예약을 하고 가니깐 대기없고 너무 좋아요. 병원가서도 큐알접수하면 바로 접수되니까 간호사분들이랑 직접 얘기 많이 안해도돼서 서로 편한것같아요
Jaecheo Mincheol,2023-08-20 05:16:29-07:00,5,0,건강피드가 유용해요,건강피드에 아이들 건강에 대한 글도 유용하고 하리가 안 좋은 저한테 도움되는 글이 많습니다.
Chang Kimm,2023-08-20 05:16:27-07:00,5,0,추천합니다,직장인인 저에게는 아주 좋은 어플입니다
Youngshik Jiyoung,2023-08-20 05:16:25-07:00,5,0,소아과에서 진짜 유용해요,"소아과에서 진짜 유용해요. 대기 없이 진료보는 것도 좋지만, 초진 이후에 원격진료가 돼서 차도 볼 땐 그냥 비대면으로 진료 보면 돼요^^ 너무 좋아요"
Ucheon Nu,2023-08-20 05:16:24-07:00,5,0,어플 강추해요,어플 잘 이용중입니다 가족 등록해서 사용하는게 저는 제일 좋아요 😊 부모님 병원 모시고 갈때 편리하게 사용중입니다
Ucheon Eunsung,2023-08-18 21:57:38-07:00,5,0,이렇게 편리할수가,헛걸음 안해도 되니까 너무 좋습니다. 피드로 남겨주시는 내용이 마음에 듭니다
Mikyoung Myungshik,2023-08-18 21:57:37-07:00,5,0,감사합니다 감사합니다,리뷰 잘 안쓰는데 너무 감사해서 남겨요. 정말 편하고 기능도 많아요!! 예약이랑 접수도 편하고 예약날짜 알려주는 것도 개꿀입니다! 원격진료도 된다고 하는데 그건 아직 안해봤어요. 다음에 기회되면 사용해볼 예정!!ㅎㅎ
Gwak Junhyung,2023-08-18 21:57:35-07:00,5,0,예약이 쉽고 편리,"전화로 예약하는 것보다 저도 병원도 편해요. 가능한 날짜, 시간 조회해보고 예약 할 수 있고 변경 취소도 가능하니 너무 편리합니다^^"
Ucheon Jiwon,2023-08-18 21:57:34-07:00,5,0,병원 대기를 안해서 좋아요,항상 대기하던 병원에서 대기 안해서 좋아요
Kyungchoon Woong,2023-08-18 21:57:32-07:00,5,0,맘카페에서 강추해서 깔았어요,애기 엄마들 사이에서 핫해요!!ㅎㅎㅎ 맘카페에서 보고 설치했는데 우리동네 엄마들은 다 쓰고 있어요. 애들 약먹고 차도 볼 때 영상통화같은 원격진료로 원장님보면 되니깐 좋아용ㅎㅎ 모비닥 무조건 쓰세요~!!
Younhee Eunhyoung,2023-08-17 08:38:41-07:00,5,0,대기없이 편하게 진료,고열로 너무 힘들어서 병원갈 힘이 없는데 가족이 예약해줘서 시간 맞춰가서 대기없이 편하게 진료 봤어요. 감사합니다. 앞으로도 좋은 서비스 부탁드려요 : - )
Eunae Mincheol,2023-08-17 08:38:39-07:00,5,0,감사합니다,원격진료 진짜 진짜 좋아요
Hanna Jang 82,2023-08-17 08:38:38-07:00,5,0,병원 예약 필수앱!,시간표 보고 예약하고 예약날 되면 알림오고 다 편해요
Seungho Arin,2023-08-17 08:38:36-07:00,5,0,아이도 원격진료라 편하게 진료 받았어요,아이 데리고 병원가기 너~~무 힘든데 원격진료라니 진짜 세상에 .. 정말 감사해요ㅠㅠㅠ 한 번 써보고 편해서 계속계속 이용중입니다!!!
Yang Seo 97,2023-08-17 08:38:33-07:00,5,0,원격 진료 신기하고 좋네요,병원을 안가도 진료를 보다니 오래살고 볼일이네요ㅎㅎ 편해여
Youngho Yeji,2023-08-16 09:10:20-07:00,5,0,예약이 편리해요,진료시간이나 휴무일을 바로 확인 할 수 있어 예약 잡기 편리합니다 예약일 변경하는 것도 전화로 안해도 돼서 부담 없이 진료 예약을 할 수 있어서 좋습니다
Wonhee Nu,2023-08-16 09:10:18-07:00,5,0,원격진료로 잘 이용했어요,재진환자는 원격진료가 가능하다고해서 계속 원격진료로 보고 있어요. 좋아졌는데 또 가야하나 고민될 때 원격진료 보면 안심도 되고 편 해 요 ㅎㅎ
Nayun Moon,2023-08-16 09:10:17-07:00,5,0,좋은 앱이네요,지금 진료중인지 닫았는지 바로 확인 가능해서 좋아요. 날도 더운데 갔는데 학회갔다고 닫혀있던 적이 있어서ㅠ
Yujin Sunwoo,2023-08-16 09:10:16-07:00,5,0,진료본 내용을 앱으로 보내주네요,"오늘 진료본 내용 관련된 글을 저한테 보내줘서, 제 상태를 더 잘 알게되고! 치료를 더 적극적으로 하게되요! 기분탓인지 몰라도 더 빨리 낫는 느낌?ㅎㅎㅎ..고맙습니다"
Kyung Jihoo,2023-08-16 09:10:15-07:00,5,0,예약이 편하고 앱도 편리합니다,전화로 예약 잡기 좀 부담스러웠는데 어플을 통해서 쉽게 예약 할 수 있으니 너무 좋아요
Geongeun Heekyoung 94,2023-08-14 08:32:07-07:00,5,0,"앱을 간편하게 예약, 접수가 가능해요","전화 안하고 병원 스케줄 확인하는게 편하고 예약, 접수 편했습니다. 피드에 글도 많고 저에게 많은 도움이 되는 앱 같아서 추천합니다."
Belle Younsun,2023-08-14 08:32:06-07:00,5,0,솔직한 후기입니다,"모비닥 좋은 점.
1. 접수가 빠르다/ 병원에 도착해서 큐알 찍으면 됨
2. 병원 예약을 하면 알림으로 알려준다/ 언제 예약했는지 궁금하면 앱에서 확인 가능하고 날짜가 다가오면 알림 알려줌
3. 피드에 좋은 정보가 많다/ 피드 탭에 의사들이 작성한 의학 지식(?) 글이 많다. 내가 다니는 병원은 치료 받고 나면 내가 받은 치료와 관련된 피드에 있는 글을 보내준다. 
4. 의사 스케줄을 확인할 수 있다/ 의사가 많은 병원은 담당 의사 없으면 좀.. 진료 받기 싫은데 스케줄 확인 가능해서 좋음
5. 예약 / 미리 예약하고 가면 대기시간 짧아서 좋다.
6. 재진은 병원 안가고 원격진료가 가능하다/ 의사랑 영상통화 처럼 얼굴보고 비대면 진료 가능
결론은 좋다. 다만 병원이 더 많았으면 좋겠다."
Yeon Mikyoung,2023-08-14 08:32:03-07:00,5,0,예약 알림 기능이 유용해요,까먹고 있었는데 예약 알림이 떠서 병원에 올수있었어여!!!! 감사합니다😆❤️
Moon Minha,2023-08-14 08:32:01-07:00,5,0,병원에서 강추해서 깔았어요,병원 자주 다니는데 삶의질 상승.. 더 많은 병원이 있으면 좋겠네요!
Sangsoo Eunhyoung,2023-08-14 08:29:54-07:00,5,0,진효루 피드도 보내주네요,"진료 후에 저한테 필요한 글을 피드로 보내주셔서 제 증상을 확실히 알고, 어떻게 치료되는지 알게돼서 좋았습니다."
Shin Jonghun,2023-08-13 10:05:32-07:00,5,0,편리합니다,앱 사용하니 접수가 빨라서 좋았어요 : )
Ha Sangcheol,2023-08-13 10:05:29-07:00,5,0,병원에서 추천했어요,다니던 정형외과에서 사용해서 깔았는데 편하네요!!
Minsung Juhee,2023-08-13 10:05:28-07:00,5,0,좋은 정보가 많이 있어요,"편하고, 스트레칭 정보도 있어서 종종 따라해요^^~ 저의 아픈 부위에 대한 글을 보내주셔서 신뢰도 가고 좋아요~"
Eunmi Seon,2023-08-13 10:05:26-07:00,5,0,사용해보니 정말 편합니다.,우선 병원에서 설치를 유도하여 귀찮지만 설치했습니다. 사용해보니 정말 편합니다. 피드에는 각 다른 분야의 의사들이 작성한 글을 볼 수 있습니다. 아주 좋네요. 주의사항도 있고 평소 궁금했던 내용도 있어서 도움됩니다. 추천합니다.
Sieun Hwan,2023-08-13 10:05:24-07:00,5,0,정말 필요한 앱이에요,피드에 아플 때 보면 좋은 글이 가득해서 좋음!!! 이런 앱 필요했는데 좋아용♥
Chang Gwak,2023-08-11 09:05:07-07:00,5,0,집에서 편안하게 진료를 볼 수있어요,사용해보면 알아요. 좋아습니다
Hyesuk Jungran,2023-08-11 09:05:06-07:00,5,0,편하고 좋습니다,좋아요~ 편해요~
Hong Hana 82,2023-08-11 09:05:04-07:00,5,0,접수가 편해요,귀찮게 번호 작성 안하고 큐알로 접수하면 되니까 편했어요.
Suyoun Hongsun,2023-08-11 08:41:35-07:00,5,0,모비닥 감사합니다,모비닥 상줘야해여 진짜 좋아요ㅠㅠ 걸어다니는 종합병원인 저에겐 한줄기 빛같은 어플입니다
Sungmi Daesoo,2023-08-11 08:41:33-07:00,5,0,좋은 어플,좋은 어플 알게돼서 좋아요 : )
Jaehyuk Soyoung,2023-08-10 01:51:50-07:00,5,0,가족 접수 편리합니다,가족 접수도 되는게 진짜 편리합니다.
Kang Hojin 91,2023-08-10 01:51:49-07:00,5,0,예약이 편해요,예약이 편해서 좋네요^^ 의사선생님이 쓴 칼럼이 있어서 읽다보면 시간 가는줄 몰라요 도움이 돼요^^
사용자 85,2023-08-10 01:51:48-07:00,5,0,좋아요,좋아요 좋아요 좋아요
Sang Yuri,2023-08-10 01:51:46-07:00,5,0,헛걸음 방지로 굿,예약하려면 전화해야했는데 앱으로 하니까 편하네요 원장님 스케줄 보기도 좋아요 헛걸음 방지로 굿입니다.
Yi Sangsoo,2023-08-10 01:51:45-07:00,5,0,너무 편해요,항상 다니던 병원에서 설치하라고 해서 깔았어요 너무너무너무 편해요
Mmrrccs,2023-04-10 01:57:19-07:00,5,0,모비닥,서비스이용 편리합니다
꼬꼬마나,2023-01-25 22:44:02-07:00,5,0,편안하게 진료를볼수있어서 좋아요,편하게 집에서 진료봐서 좋네요
트어노나처너터너처퍼ㅓㅍ,2023-01-19 22:07:59-07:00,4,0,최고의 진료,병원에 방문하지 않아도 원장님 진료를 볼 수 있어서 넘넘 편하고 좋은것 같아요~~~~너무 편리하게 잘 이용하고있습니다🫶
데헷뀽,2023-01-19 22:06:02-07:00,5,0,좋은진료,원장님!친절하고 꼼꼼하게 진료해주셔서 감사합니다:)
진료가편함,2023-01-18 17:29:16-07:00,5,0,직접내원하지 않아도 진료볼수 있어서 굉장히 편리해요,"시간이 나지않아 내원하지 못할때나 
지방에 내려가 있을때 
원격진료 및 처방이 가능해서 편리하게 
진료받았습니다"
낄낄🤽🏻,2023-01-18 17:27:32-07:00,5,1,직장인에게 좋은 원격진료,"안녕하세요 저는 5세 아이를 키우고 있는 워킹맘입니다.
 아이를 키우다 보면  갑자기 아픈 경우가 되게 많아요 
그럴때 원격으로 진료를 볼수 있다고  당근에서 올린 글을 봤습니다 그거 보고 설마 하고 앱스토어에서 깔아서 했는데 너무 좋았습니다..
출근해서도 아이가 아프면 병원에 가지 않아도 약처방받을수 있고 일도 하고 애도 케어가 가능한 원격진료는 워킹맘들에게 진짜 좋은것 같아요^^ 굿입니다"
Bodams,2023-01-18 17:19:37-07:00,5,0,원격진료 좋네요!,"원격진료 말로만 들었는데
해보니까 좋습니다
시간 내서 병원 안가서 좋고
오래 기다리지 않아서 더 좋네요!!"
꾸우울째애앰,2023-01-13 18:50:28-07:00,5,0,집 근처 의사를 만나니 좋네요,예전에 진료 받았던 의사를 비대면으로 만나니 좋았어요
이히히ㅣ보,2022-11-20 18:38:10-07:00,5,0,Good,Good!!
dpfksltlqkf,2022-09-25 17:59:31-07:00,1,0,진짜 별로 본인인증부터 막힘,아니 평소에 pass앱 잘만 썼는데 이 앱은 애플계정 카카오계정 둘다 안돼요ㅗ
