USER,DATE,STAR,LIKE,TITLE,REVIEW
dheutjjd,2022-12-26 02:53:28-07:00,5,0,좋아요,편리해요
쏘로롱롱,2022-12-20 23:23:01-07:00,5,0,최고 에요,비대면 진료 어플중에 최고 같아요 약도 하루만에 배송되고 선택할수 있는 병원도 많아요!!
ㄸㅅㄹ,2022-12-18 21:53:14-07:00,5,0,"바쁜사람, 재택치료자에게 최고의 시스템","올라케어 편해요! 비대면으로 처음 이용했는데. 당일 배송이 너무 빨라 놀랬어요. 바쁠때 이용하기 정말 좋을것 같습니다! 저는 너무 바쁜 관계로 비대면으로 초진에 당일 배송으로 약까지 받았는데요, 장말 만족할만한 서비스였습니다. 간단한 진료는 비대면 진료 시스템이 활성화 되기를 앞으로도 바랄게요^^"
비숑토니,2022-12-13 00:11:26-07:00,5,0,편리하고 빠르게 약 받았어요^^,"코로나 자가검사 양성반응 나와서 당장 침삼키기도 힘들고 목이 찢어질꺼같고 오한, 열오름, 근육통, 두통, 메스꺼움 처음 느껴보는 고통에 어찌해야하나 찰나 비대면 진료를 받고 약을 받을수있다는 올라케어가 생각나 이용하게되었습니다.
간단한 개인정보와 증상을 남겼더니 
곧 병원 의사선생님과 전화로 진료를 받을수있었고,
집 문앞까지 빠르게 약을 받았네요 ^^
세상좋아졌다는게 실감나네요 
앞으로도 계속 이용할꺼에요 ~"
hogprider,2022-12-11 00:14:10-07:00,1,0,살면서 평점 처음 남겨봄,"짘짜 아픈데 짜증까지 나네요
경기도 수도권 서울에서 멀지도 않은 거린데 코로나때문에 민폐끼치기 싫어서 인터넷으로 약 제조 부탁했는데 배달이 안옴. 약 배달 기다리는 사이에 다 나았네요 ^^ 약 폐기는 어떻게 시켜야하나요? 돈도 순식간에 폐기되네요"
tmd758,2022-12-07 00:24:28-07:00,5,0,정말 간편하고 좋아요!,"쉽고 빠르게 진료를 볼수있고 약도 바로 배송해주시고
좋습니다. 앞으로 바빠서 병원 못갈때 사용해야겠어요!"
감자맛있엉,2022-11-28 21:05:35-07:00,5,0,편하게 진료받았습니다.,진료 받고 약도 하루도 안되서 배송받았네요. 좋은 어플인거같아요
로드트립,2022-11-28 01:17:46-07:00,5,0,병원갈 시간 아끼고 너무 편합니다,"올라케어 안 이후로는 올라케어를 통해서 진료 받고 처방 받고 있고 괜히 병원 귀찮다고 약국에서 감기약 사먹고 그러질 않네요
너무 편하고 선생님들 다 친절합니다"
비비큐치킹,2022-11-21 00:24:09-07:00,5,0,코로나 비대면 진료,"약이 이제 다 떨어졌는데 나가긴 좀 몸도 안젛고 그래서.. 근데 한시간만에 진료, 처방, 배달까지 완료 됬어요 진짜 좋은 세상이네요 올라 빠르네요"
봄캘린더 안망햇으면...,2022-11-17 21:57:08-07:00,5,0,편하고 건강해지는 어플,"코로나로 인해 많이들 비대면해서
병원도 비대면 하면 좋겠다 했는데
그때 나타난 어플로 손만 움직이면 되고
누군가에게 내모습을 보이지 않아도 되는 편리함이
너무 좋았고 의료 질문이나 모르는 점등도 상세하게
설명해주십니당 ㅎㅎ 올라케어 최고"
김도리리,2022-11-17 17:55:18-07:00,5,0,편하고 빠른 비대면진료와 약배송,비대면진료 너무편하고 배송도 서울이 아닌데도 빨리와서 너무 좋았어요! 바쁘거나 코로나때문에 병원 못갈때 사용하기 너무 편리할거같습니다
뿌꾸뽀꾸,2022-11-17 17:14:41-07:00,5,0,굿,너무편리해요 몇번이고 사용중입니다 강추!!!
별명없음8391,2022-11-14 08:52:19-07:00,5,0,몇 번 사용했는데 매우 만족해요,불편한 점 딱히 없고 UI직관적이고 사용하기 편리했어요
jeong14th,2022-11-11 00:31:14-07:00,5,0,올라케어 대만족,바쁜 일상에서 빠르게 전화로 비대면 진료 가능한 올라케어 너무 좋네요. 약국 전달 및 약 배송도 하루만에 오고 대만족입니다
이미사용중입미다,2022-11-10 16:17:10-07:00,5,0,너무 편리해요,퇴근하면 병원도 문을 닫아서 아파도 참고 연차 내서 병원가는 경우도 있는데 어플로 간편하게 진료보고 약도 배송받을 수 있는점이 매우 편리해요
목록삭제부탁드립니다,2022-11-08 02:17:25-07:00,5,0,너무 좋습니다.,코로나 때문에 이용해본 후에 병원갈 시간이 없을때 종종 이용하는데요 너무 편하고 좋습니다.
메이플프로게이머,2022-10-27 23:55:47-07:00,5,0,간편하고 좋아요,"집에서 통화로 비대면 진료와 처방, 그리고 약까지 배송 받을 수 있어서 편하고 좋아요"
ssy88•_•,2022-10-20 06:18:55-07:00,5,0,늦은시간까지 이용 가능해서 좋아요,계속 복용하는 약이 있어서 매번 병원가기 참 번거로웠는데 특히나 직장때문에 평일에 병원가기 힘들어서 주말에 병원에 단순히 약만타러 가는거 너무 번거롭고 피곤했어요. 늦은 시간까지 비대면으로 처방받고 약 배송받을 수 있어서 너무 편리하고 좋아요. 더구나 코로나때문에 병원가기 더 불편한데 병원 안가도되서 좋습니다!
아베라뚜띠아,2022-10-18 01:35:06-07:00,5,0,"친절, 신속","선생님께서 정말 꼼꼼하게 제 아픈 곳 체크해주시고 상담해주셨어요~
자세한 설명도 해주시고, 환자를 위하시는 깊은 마음이 느껴졌습니다~!
그리고 내원 진료가 어려운 경우 비대면으로 신속하게 진료하고 처방받을 수 있어서 시간 낭비가 되지 않는다는 점이 좋습니다. ^^"
음악무료다운,2022-10-17 23:00:04-07:00,5,0,신세계다~~,처음 이용해보는데 완전 신세계에요!! 코로나때문 아니더라도 비대면으로 바쁜 현대인들 진료하고 약도 다음날 빠르게 받아볼수있으니 완전 강추!! 너무 좋네요~ 약제조하는중 배달중 다 알려주니 안심도되고 대체약품으로 제조되엇다고도 알려주니 안심됩니다 포장도 꼼꼼해요! 우체국택배라 더빠르네요~ 자주이용할거같습니다! 서비스 만족👍🏼👍🏼👍🏼
syysdy4949,2022-10-09 19:06:26-07:00,5,0,아플때 편리해요,코로나 걸렸을때도 그렇고 감시몸살 걸렸을때도 편리하게 이용했습니다 진료도 금방 예약 잡히고 약 처방 배달 까지 신속하게 되었습니다 감사합니다
기뮤잔,2022-10-08 06:21:07-07:00,5,0,너무 편하고 좋아요!!!,"진료 신청하고, 10분내로 전화왔구요. 지정된 의사선생님도 너무 친절하시고 좋았답니다   !!! 
다만 약국수령 시 처방전 출력해서 가야해요! 
그리고 실수로 약국 수령한다는 게 잘못눌러서 배송신청됐길래 취소하려고 보니까 어플로는 취소가 안돼서 고객센터에 전화해야한다는 불편함이 ㅠㅠ 
그치만 야밤에  부재중 찍혔다고 다시 걸어주시고 바로 처리해주시고 넘나 감사했습니다 ㅠㅠㅠ 담에 또 이용할게요!!"
쿠키아빠a,2022-10-06 15:08:01-07:00,5,0,깔끔,편하고 유용합니다!!
오리거아조아,2022-10-05 16:56:55-07:00,1,0,결제 시스템 똥망,"다 좋은데 
결제시스템이 진짜 똥망입니다. 
진료 다받고 결제하려고ㅠ하니 .. 
일부카드만 지원해서 결제 못하고 있으니
고객센터에서 전화와서 .. 닥달
이러이런 카드가 결제가 안되니 
다른 방법 (이체 등) 문의하니.. 
안된다.. 
결국 전화 너무와서 카드하나 발급받아서 
결제했습니다. 

돈은 돈대로 나가고 기간은 지나서 
처방전도 포기 

여기 하나카드 토스카드 우리bc등 카드 있으신분은 못써요"
머있넹,2022-10-04 23:31:05-07:00,5,0,올라케어,"마침 몸이 불편했는데, 병원, 약국을 방문하지않고 진료 및 약수령 할 수 있어서 너무 좋았습니다! 앞으로 자주 이용 할 듯 하네요"
biozhijile,2022-10-03 04:13:32-07:00,5,0,편해요!,저는 열이 나고 목이 아파요. 하지만 비가 와서 병원에 가기가 불편해요. “小红书”라는 어플에서 이 APP추천하는 글을 봤는데 다운받았어요. 비가 와도 약이 금방 도착했어요. 의사 선생님도 친절하시네요.
옥의진,2022-10-02 23:21:40-07:00,5,0,방금도착한 약배송받고 리뷰씁니다,평소에 병원가는 것을 귀찮기도 하고 부담스러워 하는데요! 올라케어는 다른 어플에 비해 사용성도 좋고 편리해서 정착했습니다. 자주 걸리는 질환들은 병원에 가기 시간적으로도 부담스러웠는데 방치하지않구 편하게 약을 받아볼 수 있어서 너무 좋아요! 다른 어플도 모두 써보았지만 저는 올라케어로 정착 ! 벌써 두 번째 약 받아보았어요
망고스틴이좋아,2022-09-29 07:40:45-07:00,5,0,올라케어로 아기 감기 비대면 진료 받았어요,"비대면진료인데도 아기 감기에 특이사항이 없으니 의사선생님과 전화통화만으로도 진료가 가능하네요 응급상황이 아니라면 이렇게 비대면 진료받는 게 유용한 것 같아요 약도 오늘 배송 선택하면 집 앞으로 1시간 반만에 배송 와요~ 과잉진료 없고(진료비 3,700원) 너무 편하고 좋아요~ 설거지 하며 의사샘과 통화한 것은 안 비밀~~"
동산길강아지,2022-09-20 04:14:03-07:00,5,0,개강하고 바쁜 시기에 너무 좋아요!,"어플로 진료신청 후 정해진 진료시간에 딱 맞춰서 전화로 진료 해주시고 현재 피부 상태에 맞는 약을 바로 처방해주시네요 ㅎㅎ
약 배송도 빠르고 코로나 시대에 너무 획기적인 어플입니다 굿굿"
훠궈궈,2022-09-15 22:09:01-07:00,5,0,코로나 비대면 진료,연휴에 집 갔다가 온 가족 코로나 확진.. 다른 지역 사는 가족들은 병원 가서 1시간 기다리고 약 처방 받았다는데 저는 바로 받았습니다 굿.. 예약 10분 만에 진료 잡히고 약도 예상배송시간보다 엄청 빨리 왔어요🥹👍
Raon Kim Korean,2022-09-15 07:00:26-07:00,5,0,방구석 현대인,"올라케어 한국에서도 너무 유용했어요

집순이들은 나가는거자체가 너무 힘들잖아요

게다가 무료배송이고 저는 산정특례자로병원비도

무료리 상비약을 생각날 때마다 처방받아 집에 쌓아두는데 그걸 위해병원을 가는거도 귀찮아서

안가게 되다가 올라케어 쓰면서 엄청 자주 사용했어요

한국은 병원비도 워낙 저렴하니 배가 아프거나 뭐해도 굳이 약국에서 효과도 떨어지는 약 오육천원씩 주고 사느니 올라케어 당일배송 시키는게 좋더라고요"
이정현0926,2022-09-14 23:48:39-07:00,5,0,완벽함,진짜 간편하고 진료도 빠르게 끝나고 약 배송도 3일안에 도착해서 너무좋아요
코로센쉐,2022-09-12 18:34:55-07:00,5,0,긴급하게 약이 필요할 때,직접 병원에 가서 진료보고 약 처방까지 받아오는건 너무 번거롭잖아요ㅜ 산부인과 진료는 민망할때도 있구.. 그래서 급히 필요할 때 사용해봤는데 시스템이 너무 빠릿빠릿하구 안정적으로 잘되어있어서 너무 편리했습니다 감사해요ㅠ
SSO_,2022-09-05 09:58:27-07:00,1,0,정말 급할땐 도움이 안돼요,"좋은 평점 남긴 분들은 다들 서울분들이라 그런가..
경기도민인데 몸이 너무 안좋아서 이용했어요. 
진료까지는 너무 좋았으나.. 몸이 진짜 너무 안좋아서 약처방은 바로 받고 싶어서 근처 약국갔더니 이런 사진 처방전?으로는 처방 못해준다해서 배달 신청했더니 언제 도착할지 모르겠네요... 다 나을쯤에 받을 수 있을거 같아요. 
서울러 아닌 이상은 그냥 힘들어도 병원진료 및 처방 이용하세요.. 약 먹어야할때 못 먹어요ㅜㅜ"
겅듀공듀,2022-09-03 02:59:05-07:00,5,0,올라케어💕,"올라케어 어플이 처음 생겼을때부터 애용해 왔었는데 타지로 내려오게 되어서 뚜벅이인 저는 너무너무 잘 이용하고 있어요ㅎㅎㅎ 산꼴짜기로 이사오게 되어 병원까지 차로 한시간 거리, 버스로 2시간 15분 거리라 잔병치례가 많은 저는 약국 항상 탈탈 털고 사재기해둘수밖에 없었는데 조금이라도 아프거나 피부 발진 이런게 생겼을땐 바로 올라케어 이용해요 진짜 어플 만들어주셔서 감사해요!! 원래도 자주 이용했었는데 이사하고 더 더 자주 이용중이에여ㅋㅋㅋㅋㅋㅋㅋ찐으로 감사합니다!!!!"
호빵맨후두엽전두엽,2022-09-02 20:00:02-07:00,5,0,가족이 아픈데 옆에 못있어 줄때 최고에요!,아침에 엄마가 갑자기 열나고 일어나질 못했는데 급하게 나가봐야해서 병원도 못가구 그래서 올라케어 다운받아서 바로 진료받고 퀵으로 약도 배송받았어요...!! 그리고 정말 아프면 움직이기가 힘들잖아요 ㅠㅜ그래서 편리했어요
Raquel;-),2022-09-01 07:58:45-07:00,5,0,올라케어 편하고 좋아요!,서울권은 5000원에 당일배송되니 좋네요! 전체적으로 사용하기도 편했어요 코로나때문에 나가지도 못하고 심지어 일요일이었는데도 집에 안전히 앉아서 비대면진료도 받고 약도 바로 받아볼 수 있었어요! 병원도 내맘대로 선택이 가능하니 전문의를 골라서 진료 받을 수 있구요 한번 사용해보니 코로나 때문이 아니어도 병원에 가지 못할때는 앞으로도 자주 이용하게 될 것 같아요☺️ 다만 가족추가해서 진료할때 진료 당사자에게 바로 전화가게 해주시면 완벽할 것 같아요!
skndbd,2022-08-29 18:45:01-07:00,5,0,편리하고 좋아요,인공눈물같이 항상 처방받아 쓰는 약인데 갑자기 잃어버려서 빨리 받고 싶었는데 배송받아서 사용받을 수 있어서 좋았어요!!
곰먼지,2022-08-24 11:18:07-07:00,5,0,좋습니다,"병원은 가야하는데 멀어서 곤란할때 
시간 맞춰 진료 받고 싶을때 정말 좋아요
그런데 피부과처럼 직접 봐야만 정확한 진단이 나오는 진료는 대면진료를 추천합니다
사진 여럿 찍어 첨부했지만 의사도 확신을 못하고 차도가 없으면 근처 병원가라하더라구요ㅠㅠ
듣는순간 아 돈날렸다했지만 약은 다행히 효과가 좋았습니다
택배도 정말 빨라요
여태 세번 진료본거같은데 지방인데도 다음날 바로 도착하더라구요!"
리뷰별명사용중,2022-08-23 03:06:52-07:00,5,0,세상 좋은 앱,매번 처방받는 약을 간단한 문진으로 처방 받을수 있으니 좋아요~
사랑스 월월,2022-08-22 03:47:56-07:00,5,0,너무좋은 어플,리뷰잘안쓰는데 진짜 너무너무 편리해서 좋아요 ㅠㅠ 비대면 상담진료도 가능하고  배송까지 ㅠㅠㅠ 병원 방문할 시간없는 직장인들에겐 최고의 어플이에요👍👍👍👍👍
도롱도리,2022-08-20 19:44:57-07:00,5,0,앱 너무 간편하고 좋네요!!,토요일 오후부터 갑자기 인후통 미열 오한 증상이 있어서 설마..? 하고 코로나 키트 찍어봤는데 양성이었네요 ㅜㅜ 증상이 너무 심해서 비대면 진료 신청했는데 너무 간편하고 약도 당일배송으로 와서 넘 좋았어요!! 바쁜 직장인들 사이에서 넘 좋은 앱입니다
영이쭈니맘,2022-08-19 20:56:43-07:00,5,0,바쁘디 바쁜 저같은 직업군에 너무 좋은!,일단 비대면 진료가 저녁에도 되서 주변에 병원 찾을 필요없이 바로 진료 볼수 있다는 부분이 너무 좋은것 같아요!!! 의사 선생님과 전화로 간단히 증상 말하면서 진료보고 약도 택배로 배송받고!! 진짜 신세계가 따로 없습니다. 저같은 경우는 하루종일 외근일로 중간에 식사틈도 없던와중에 집에들어오는 시간이 항상 늦어서 아파도 병원이나 약국에 갈 시간이 안났는데 정말 너무 간편하고 유용한것 같아요!! 완전 짱입니다!!!
dase1210,2022-08-18 23:47:29-07:00,5,0,진료 받고 배송까지 40분~~,"진료도 바로 받을 수 있었고 약배송도 40분만에 왔어요 
너무 편하게 약까지 받을 수 있느니까 넘 좋네여"
동글동글밥,2022-08-18 01:55:51-07:00,5,0,좋아요,직장다니느라 평일에 병원들리기가 힘들었는데 비대면으로 진료볼수있어 편합니다!
요밍미,2022-08-17 23:42:05-07:00,5,0,좋아요,좋아요
쭈후니비니,2022-08-17 01:01:59-07:00,5,0,올라케어 리뷰,갑자기 아이들이 아파서 사용했는데 대박 편하고 좋아요 퀵배송까지 ㅠㅠ 세상 너무 좋아진거 아닙니까 ㅋㅋ 지인들에게 소개해서 지인들도 쓰고 있어요~더 많은 병원들에 올라왔으면 좋겠어요~^^짱입니다~진료도 금방 받을수있고 친절하고 좋아요~
ckdddrwws,2022-08-15 07:58:58-07:00,1,0,무료배송이라서 좋네요.,무료 배송이 매력적인거 같아요.
신선하십니까,2022-08-13 21:59:59-07:00,5,0,코로나 비대면 진료 완전 짱!,"최근 정책이 바뀌어서, 코로나 확진자도 병원에서 대면진료 후, 약국에서 직접 약 수령이 가능해졌는데, 초기 3일치 약 처방 이후로 다시 약 처방을 해야하는 상황에 일요일,광복절이 연달아 있어 근처 병원 진료가 어렵기도 하고, 밖에 나가는 것이 조심스러워서 이용하게 되었습니다. 간편하고 좋습니다."
