USER,DATE,STAR,LIKE,TITLE,REVIEW
모모노바,2023-04-03 18:19:21-07:00,5,0,좋은 정보 감사해요,좋은 정보가 많아서 좋아요
Sangwook Ryu,2023-03-31 20:23:58-07:00,5,0,병원예약 ㄱㅅ,예약 감사합니다 병원에서 시간 낭비하는거 너무 아까웠는데 예약이 되니 좋네요
Junbum Hyeyoun,2023-03-31 20:23:57-07:00,5,0,방학이라서 라식 신청했어요.,스마일라식 최고! 새인생 살게 됐습니다. 의사선생님도 엄청 친절하시고 좋았어요
Lee Yeojin,2023-03-31 20:23:55-07:00,5,0,유용합니다,주말에 문연 병원 찾았어요 정보 정확도만 조금 더 챙겨주시면 좋을 서비스 될 것 같아요.
Hyesuk Sujin,2023-03-31 20:23:54-07:00,5,0,감사합니다,생리통 달고 살아서 매일 약국에서 탁센사먹었는데 이번에 생리통 처방약 받아서 먹었어요. 약 배송 시작됐는지 확인할 수 있는게 있으면 좋을 것 같아요
프렌체,2023-03-29 18:02:42-07:00,3,0,복용중인 약 급히 처방전받아야할때 좋아요 근데,"작년에 한번 복용중인 약 빨리 처방받아야할때 사용해봤는데 매칭도 빨리되고 좋더라구요. 근데 제가 매칭됐던 의사분만 그랬던 건지 약에 대해 한 간단한 질문을 했는데 그건 잘 모르겠고 처방전 드리겠다는 말만하고 기계적으로 끊으셔서 당황했어요..
 뭐 주기적으로 복용하는 약이라서 덕분에 빨리 처방전 얻어서 좋긴한데요ㅠ 모든 의사분들이 그런건 아니겠지만 정말 진료받는 다는 느낌은 많이 안들고 그냥 편리한 처방전을 산 느낌이었어요,,,"
Youngshik Nuree,2023-03-29 06:36:41-07:00,5,0,감사합니다,"자취하는데 넘 아파서 맘고생 몸고생했는디,,굿닥 비대면진료로 누워서 진료랑 처방 받았읍니당"
Seoyun Eunsang,2023-03-29 06:36:36-07:00,5,0,개신기,"비대면 진료 진짜 혁신아니냐능,,"
Soromi,2023-03-28 15:54:10-07:00,5,0,비대면 진료,"너무 편해서 한번 쓰면 못끊어요ㅜㅜ
이른시간 늦은시간 모두 의사 매칭 잘 되고
약배송 까지 너무 편리해요!!!!!
바쁜 직장인에게 그저 빛…."
Jihee Hyounjung,2023-03-27 07:28:01-07:00,5,0,감사합니다,굿닥 어플덕분에 약먹고 빨리 나았어요. 앞으로 자주 이용할게요
Jungnam Hwan,2023-03-27 07:27:59-07:00,5,0,앞으로가 기대됨,병원예약이랑 비대면진료도 썼는데 조음
Jun Geongeun,2023-03-27 07:27:55-07:00,5,0,생리통 심한데,집에서 꼼짝도 못하다가 약받고 넘나감동 ㅜㅜ 진짜 구세주
Seunghyun Eunjin,2023-03-27 07:27:54-07:00,5,0,어플,진짜 괜찮네여 쓸모가 많아서 안지우고 쓰는중
Donghyun Choon,2023-03-27 07:27:52-07:00,5,0,굿닥,좋네요
Jiwon Jang 87,2023-03-25 07:40:36-07:00,5,0,야간 병원 굿!!!,야간 진료하는 병원 빨리 찾았습니다
Hyunyoung Jungwoong,2023-03-25 07:40:30-07:00,5,0,리뷰 첨 써봐요,앱 잘 만드셨네요. 비대면진료도 그렇고 병원찾는 것도 편하고. 굿굿!
Compiler Sangwook,2023-03-25 07:40:27-07:00,5,0,너무 편해요,5분만에 진료받고 처방전까지 받았어요. 진짜 편해요
Hong Hyuksang,2023-03-25 07:40:25-07:00,5,0,부산에 왔는데,출장갓을때 필수앱임 아플때 약국 바로 찾음
Echeon Heo,2023-03-25 07:40:24-07:00,5,0,신속항원검사 병원 알아보려고,엄마께 추천드려서 깔라고 했어요
Jihoo Juwon,2023-03-25 07:40:22-07:00,5,0,인모드,클리닉마켓 진짜 싸네여 ㅋ
Lisa Minhyoung,2023-03-25 07:40:20-07:00,5,0,굿닥 3년만에 사용했는데,개선 많이하고 있네여 항상 응원합니다
Kwon Eunkyoung,2023-03-25 07:40:17-07:00,5,0,ㅎㅎ,굿닥 119같은 앱입니둥 정말 추천합니다 ㅎ
Minsoo Yeon,2023-03-25 07:40:15-07:00,5,0,굿,굿닥 정말 상줘야하는 어플
Yeji Sujin,2023-03-24 09:01:37-07:00,5,0,클리닉마켓에 경기도 병원도 많이 넣어주세요,모공이 커서 스트레스였는데 굿닥에서 싸게 시술 신청했슴 ㅎㅎㅎㅎ
Saemi Ryu,2023-03-24 09:01:28-07:00,5,0,ㅇㅇ,굿닥 다들 마니까세여~
Hyungmin Sumin,2023-03-24 09:01:27-07:00,5,0,치아교정 다 끝났어요!!!!!!!,굿닥 사랑해여~
Jumi Nuree,2023-03-24 09:01:24-07:00,5,0,다이어트약,비대면진료 햇습니다
Wonhee Yeji,2023-03-18 09:17:25-07:00,5,0,많이 개선됐네요!,UI가 많이 개선된게 보입니다 ㅋ^^ㅎㅎ
Nayun Nu,2023-03-18 09:17:23-07:00,5,0,ㄱㅅ,굿닥 개발자들 너무 감사합니다!
Kyung Moon,2023-03-18 09:17:21-07:00,5,0,자취 필수어플,"자취해서 아파서 뒹굴거리고 벽치고 잇을때, 비대면진료가 제 곁에 잇엇씁니다. 혼자 살아서 아프니까 너무 서러운데 비대면진료받고 약도 배송받았어요. 정말 감사합니다."
Ichang Seoyoung,2023-03-18 09:17:15-07:00,5,0,코로롱 막차 탑승 ㅎㅎ,코로나 뒤늦게 걸렸는데 굿닥떄메 살았습니다ㅎㅎ 비대면진료 추천받아서 써봤는데 서울에 살아서 그런지 정말 빨리 약배송까지 받았어요. 감사합니다. 이게 모두 무료라니. 복받으세요
Aria Eio,2023-03-18 01:54:20-07:00,5,0,아프면 제일 먼저 생각나는 어플,감사합니다.. 진짜 고마워요
Chang Jinwoo,2023-03-17 03:39:55-07:00,5,0,비대면진료 3회차,비대면진료 진짜 편하게 많이 나아졌네요. 처음에 코로나때문에 썼고 이번에 위염때문에 또 써봤는데 그사이에 많이 바꼈네요. 건승하세요
Suyoun Jughyung,2023-03-17 03:39:55-07:00,5,0,코로나 필수어플이네요,코로나 처음에 걸렷을때 무시무시했는데 굿닥 덕에 엄청 빨리 나았습니다 ㅋ
Hyun Hyounjung,2023-03-17 03:39:53-07:00,5,0,추천,지인분꼐 추천 드린 굿닥 앱~~ 옛날에 유튜브에서 광고 보고 깔았는데 이번에 코로나 막차타고 비대면진료 받았습니다. 굿
Jimin Sungryung,2023-03-17 03:39:51-07:00,5,0,감사합니다,아쿠아필 싸게 받았습니다 ㅋㅋㅋ
Naeun Juhee,2023-03-17 03:39:48-07:00,5,0,인모드추천,강0언0보다 싸게 했어요 인모드 얼굴전체 79 ㅋㅋㅋ 여우야 카페에서 검색하다가 여기저기 어플 추천받았는데 여기가 제일 믿음가네요!
Dongha Han,2023-03-17 03:39:46-07:00,5,0,여행 갈때 꿀팁이네요,괌여행 가기전에 신속항원 받았어요 굿닥에서 비용비교해서 싸게
Woojin Hyerim,2023-03-17 03:39:45-07:00,5,0,ㅇㅇ,일본 여행 가려고 깔ㄹ았어요 ㅎ
Taehee Yewon,2023-03-17 03:39:44-07:00,5,0,추천,pcr검사 가격 비교 한군데는 안맞아서 당황했지만 정확도가 꽤높네요 추천쓰
Hyejin Lee 82,2023-03-15 08:40:44-07:00,5,0,지방에 출장왔는데,비대면진료 받았어요 다행히 근처에 약국에서 조제가능한 약이 있어서 빠르게 먹을 수 있었습니다. 감사하빈다.
Gwon Wonjun,2023-03-15 08:40:24-07:00,5,0,진짜 편하네요,pcr검사 받으려고 깔았어요 진짜 편하네요. 일단 주변 병원 바로 찾을 수 있고 지도에서 한번에 검사 비용 확인할 수 있는게 좋았어요. 일본인 친구한테도 알려줬습니다.
Pchung Walker,2023-03-15 08:40:22-07:00,5,0,비대면 좋아요,생리통 달고 살아서 매일 약국에서 탁센사먹었는데 이번에 생리통 처방약 받아서 먹었어요. 약국 안가도 되니까 편하고 좋았어요. 그리고 처방약이라서 그런지 약효도 더 좋은것 같아요
Sungryung Eunmi,2023-03-15 08:40:20-07:00,5,0,감사합니다,덕분에 아이 병원 빠르게 데려갈 수 있었습니다
Jo DJ 98,2023-03-12 01:36:06-07:00,5,0,좋은 서비스 ㅇㅇ,ㅇㅇㅎㅎ
Youngsoo Seungho,2023-03-12 01:36:01-07:00,5,0,외국 가려고 깔았어요 pcr 검사 저렴하게 했습니다,ㅇㅇ
Jinwookim Jinm,2023-03-12 01:35:59-07:00,5,0,굿닥,한국에 살고 있는 일본사람입니다. 일본갈때 코로나 검사 받아야돼서 다운로드했습니다.
Hgwak Daesun,2023-03-12 01:35:58-07:00,5,0,좋네요,ㅎㅎ
Jumyoung Kwangsoo,2023-03-12 01:35:56-07:00,5,0,ㅇㅇ,굿
Kim Sunyoung 89,2023-03-11 07:41:50-07:00,5,0,감사합니다.,진짜 빠르게 진료받았슴니다. 병원 다녀오는데 한시간 걸릴 거 5분도 안걸렸네요. 혁명임니다.
Bomin Gunwoo,2023-03-11 07:41:40-07:00,5,0,좋아요,만성 방광염때문에 아프면 딱 재발했구나 알수있어요. 그래서 이번에 비대면으로 방광염 약 미리 처방받아서 먹었습니다.
Grimmm Minjun,2023-03-11 07:41:32-07:00,5,0,굿,주부습진 때문에 피부과를 가야하는데 카페에서 보고 써봤네요 ㅎㅎ 덕분에 집에서 약 배달까지 받았습니다. 집안일 하다보면 생각보다 병원갈 시간이 없는데 그럴때 유용하게 사용할거 같아요. 덕분에 좋은 서비스 알게 되었네요. 대성하세요ㅎㅎ
Sangjun Taehyun,2023-03-11 07:41:29-07:00,5,0,좋습니다.,지방인데도 병원 예약 되네요. 그런데 예약 되는데까지 조금 오래걸리네요
Chang Gwak,2023-03-11 07:41:24-07:00,5,0,ㄱㅅㄱㅅ,꼼꼼하게 물어보고 약도 잘 받았어요 감사
Hyesuk Jungran,2023-03-11 07:41:19-07:00,5,0,편합니다,급하게 밤에 약국 찾았는데 굿닥이 젤 편하네여~
Hong Hana 82,2023-03-11 07:41:10-07:00,5,0,편해요!!,"비대면 진료 진짜 편해여,, 여드름약 배송받았웁니당"
Suyoun Hongsun,2023-03-11 07:41:02-07:00,5,0,좋아요^^,예약부터 취소까지 클릭 몇번으로 할 수 있어서 좋으네여
다람지똥꼬,2023-03-02 16:04:01-07:00,1,1,그냥 병딱같은 앱임,"아파뒤지겠눈데 병원검색도 안되고 
네이버로 하는게 빠르겠다 
에휴"
"삐잉,이약",2023-02-25 19:45:15-07:00,5,0,좋은 어플이에요 다만 알림 설정을 세분화 해주세요,"비대면 진료 처방전 및 결제 알림들이 필요해
알림 설정을 해놓았는데 추가적으로
더 진료를 볼 것이라는 제안이 자주 뜨는 점을 개선해주세요
현재는 알림 설정에 마케팅 알림만 동의하는 것만
존재하는데 원치 않는 추가 제안이나 bmi 계산같은
알림 등은 on, off 할 수 있으면 좋겠습니다"
jy.jyp,2023-02-24 22:46:07-07:00,1,0,필요없는 알람 없었으면 좋겠어요,"무슨 인공지능 쳇봇 알람이니 뭐니.. 
마케팅은 안받겠다고 해뒀더니
우회해서 자꾸 알람을 보내네요
잘썻지만 삭제합니다"
08tlscbR,2023-02-22 17:44:23-07:00,4,0,병원찾기 좋아요,병원찾기 좋아요
오느느느나나너ㅜ,2023-02-15 20:56:02-07:00,1,1,최악이었어요,"라식 전 미리 처방전을 팩스로 약국에 보내놓고 
라식 수술 후에 찾으러 갔습니다 

그러나 약국에서는 본인 약국은 굿닥과 연계도 되어있지않고 이 약은 없기 때문에 줄 수 없다고 하더군요 

앞은 뿌옇게 보이고 눈은 아프고 정말 미치는줄 알았습니다 
결국 라식당일 인공눈물 없이 하루를 보냈습니다"
.₩:₩/!-&,2023-02-10 21:12:19-07:00,1,0,?,몇달전에도 버벅거려서 지웠는데 다시 깔아도 이러네 걍 업뎃을 포기한건가봄
Alpitrelli,2023-01-20 02:17:53-07:00,1,0,진료 예약 하려고 하면,튕김. 쓸모가 없음
Nizi0923,2023-01-16 22:07:43-07:00,1,0,세상 별로,"세상 별로임
삭제 다신 안씀"
던던5,2023-01-16 13:54:04-07:00,1,0,무슨 이런 쓰레기같은 앱이…,"터치하면 2~3초후에 반응하고 스크롤도 버벅이고…
그냥 바로 지움"
"theo,an",2023-01-16 04:14:18-07:00,1,0,쓰레기,개쓰레기 어플 병원보려고 검색하는데 제대로 뜨지도 않음
Hgwon Jumyoung,2023-01-14 06:42:25-07:00,5,0,종강하고 쌍수 알아봤어요,여기 쌍수 정보 엄청 많고 가격정보 다 있어서 손품 줄었어요
Hyejin Gunwoo,2023-01-14 06:42:23-07:00,5,0,진짜 세상 많이 좋아졌네요,여기 조금 촌동네인데 비대면진료 되네요 감격
Sinae Garam,2023-01-14 06:39:57-07:00,5,0,굿,좋은 서비스 ㅇㅇ
Seung Yunseo,2023-01-14 06:39:54-07:00,5,0,일본여행 필수 어플,한국에 살고 있는 일본사람입니다. 일본갈때 코로나 검사 받아야돼서 다운로드했습니다.
Mpark Jinhee,2023-01-14 06:39:53-07:00,5,0,좋네요,일단 병원 정보 검색할때랑 예약할때 편하네요.
Park Sangmyoung 80,2023-01-14 06:39:51-07:00,5,0,ㅇㅇ,ㅇㅇ굿닥쩌는앱
뭔닉넴이야 씨발진짜,2023-01-06 22:59:16-07:00,3,0,"비대면 진료 왜케 생각없이 만듬,,?","비대면 진료 신청하고 하루 왠종일 연락 없어서 최소 할려해도 아예 기능 없음. 오프라인 진료도 다른 병원에 재신청도, 타앱 사용도 아무것도 못하고 연락 올때까지 닥치고 기다리고 있어야함; 실시간 진료 할려래도 워딩에 급박한 상황일때 쓰라는 뉘앙스를 주고 있어서 하지도 못함; 
 굿닥 PO UX 수준 잘 알고 갑니다"
vvvvvverrrnon,2023-01-04 06:01:43-07:00,5,0,리뷰 전체보기가 왜 안 눌릴까요?,클리닉 마켓에서 리뷰 전체보기가 안 됩니다.
최사탕,2022-12-29 20:39:15-07:00,1,0,절대하지마세요,"비대면 진료 받고 처방전 받아서 약국에 보냈는데 처방전에 제조 된 약이 없어서 약 처방이 어렵다고 여러운데 약국에서 연락 받앗어요
처방전에 약을 대체 할 약들도 기재해줘야하는거 아닌가요? 진료비는 진료 받앗으니 내는게 맞고 약 처방 못 받은건 가능한 약국들을 계속 찾아봐서 받아야한다네요. 이게 뭐죠? 아파서 당장 약 받으려고 신청했는데 병만 더 키워졌네요."
Garam Yunseo 80,2022-12-27 23:37:05-07:00,5,0,너무조아요,전화하는걸 무서워하는데 ㅎㅎ.. 굿닥이 대신예약해줘서 좋아요
Yun Jiyeon,2022-12-27 23:37:04-07:00,5,0,좋아요,병원갈 시간이 없는 직장인들에게 꼭 필요한 앱인거 같아요
Arin Eunjin,2022-12-27 23:37:02-07:00,5,0,친절합니다.,의사선생님이 바로 나와서 깜짝 놀랬는데 친절하고 약도 바로 지어주셔서 좋았어요 저같은 사람에게는 쪼끔 친해지는 시간이 필요할 듯 ㅎㅎ
Kim Arin 79,2022-12-27 23:37:01-07:00,5,0,큰 도움이 되었습니다,약이 언제오는지 앱으로 예상시간 알려주는 기능 만들어주세요
Jumi Jinwoo 97,2022-12-27 23:37:00-07:00,5,0,굿,영통으로 의사 선생님 바로 나와서 신기하기는 했는데 채팅 진료도 있으면 더 좋을거 같아요
Hyejin Youngil 80,2022-12-27 23:36:58-07:00,5,0,신세계네요,여드름약 다 떨어져서 처방받아야 돼서 우연히 어플 발견했는데 이게 진짜 되나 싶었는데 진짜로 약도 퀵으로 오고 앞으로 자주 쓸거 같아요
Jungeun Hyungmin,2022-12-27 23:32:51-07:00,5,0,처방전 급할때 요긴,처방전이 5분만에 나와요. 퇴근 못하고 있었는데 잘 썼습니다
베비랑랑,2022-12-22 23:05:02-07:00,2,0,약국에서 불법이라고 해요,"근처 병원들이 과잉진료가 심해 굿닥으로 해봤어요, 화상통화후 자동결제 되었는데 비대면으로 안받거나 앱을통한건 불법이라며 병원에서 직접 팩스 보내야 약을 주십니다. 이미진료비는 나갔는데 약받느라 많은 시간을 소모했어요, 아이디어가 참 좋은데 많은 개선이 필요할것 같아요"
Sujin Walker,2022-12-21 23:53:22-07:00,4,0,좋음.,ㄷㅌ나우나 ㅇㄹ케어보다 좋음. 왠만하면 후기 안 남기는데 이건 찐임.
ㅁ너오늉,2022-11-29 21:13:40-07:00,1,0,별점 하나도 아깝습니다!!!,"처방전 받을수있다는 약국 세곳 갔는데
잡상인 취급당하고 쫓겨나듯했습니다
제휴도 안된 약국 그냥 팩스번호 오픈하나요"
Seoyun Hyoil,2022-11-29 06:53:20-07:00,4,0,친구따라 깔앗슴,친구랑 같이 양성 뜨고 친구따라 깔았는데 다른 비대면진료 앱보다 빠르고 편해요
Ingyu Jumyoung,2022-11-29 06:53:19-07:00,5,0,좋네요,신속항원검사 가격 비교해주는거 좋네요
착한리뷰자,2022-11-27 06:20:05-07:00,1,0,이 앱 진짜 실망,"일단 바로 매칭되는건 좋은데
매칭되고 이거 받는 약국 못 찾아서 결국 응급실감.
전화해본 모든 약국 비대면 진단서 안 받는다고.
하 이것때문에 돈날리고 시간날린거 생각하면 열받음.
그리고 진단서를 약국 팩스로 보내려했는데
앱도 오류나서 결국 못함;;"
Miyoung Nu,2022-11-26 21:14:56-07:00,5,0,퀵으로 약 보내주는 어플,자가격리 때문에 밖에 못나간다고 하니까 퀵을 무료로 해주더라구요
금액,2022-11-25 21:02:12-07:00,1,0,택배비는 택배비데로 ..,"택배비가 3,000원
퀵비가 8,000원

진료비도 방문하는것보다 훨씬 많고..

근처 약국으로 처방전 보내기 해도 근처 약국 많은데 전부 굿닥안쓴다고 하시고..

결국 택배비 주고 늦게 받거나 퀵비 주고 빨리 받으라는거죠

근처약국에서 어플모른다 안쓴다가 끝이에요
저희집 근처에는 약국도 없어서 퀵이나 택배 둘 중 선택해야하네요

이렇게 돈을 낭비하려고 굿닥하는거 아니라서 그냥 돈 잃어버럈다 생각하고 진료비만 내고 약 안받고 어플 지웠습니다.. ㅎ"
soobin11,2022-11-25 10:02:10-07:00,1,0,버퍼링이 무슨,"밀레니엄 시대때 버퍼링 수준이다
ㅋㅋㅁㅊ"
커픠이,2022-11-24 20:42:42-07:00,1,0,앱이 너무 불편해요,앱이 홈화면부터 사용이 불편한듯요…
Jungran Jung,2022-11-20 15:23:59-07:00,5,0,주변이 다 확진자라서,신속항원검사 받으려고 굿닥 이용함. 병원 목록만 봐도 신속항원검사 병원인지 알 수 있어서 빨리 찾음
PerfactBlue,2022-11-18 21:37:07-07:00,1,0,지하철에서 통화받는 의사,"지하철 무슨역인지 다 들리네요 장난합니까? 심지어 아무런 말도없어서 끊었더니 전화와서 약보내드릴게여~하고 끝이였어요.
누구나 그렇듯 코로나걸리면 처음일텐데 아무런 설명도 없도 약만먹으면 되는건가요? 병원가서 pcr검사 후 처방받아야 공신력있다는것도 캐물어서 겨우 들은 느낌이네요
의사 마다 다르겠지만 왜 비대면 진료나 처하고있는 의산지 알겠습니다 다신 안해요"
Kyung Jaehyun 87,2022-11-18 01:46:15-07:00,5,0,비대면 진료 앱 엄청 많던데,굿닥이 제일 빠르고 편하네요!
Bomin Seungho 83,2022-11-18 01:46:14-07:00,5,0,집에서 진료 받는 세상이 오네요,살다살다 별 이상한 병에 걸려서 민폐끼칠까봐 밖에 나가지도 못하고... 병원들이 전화는 안받고 막막했는데 굿닥덕분에 의사 선생님이랑 영상통화로 진료받았습니다. 덕분에 좋은 경험하고 지금은 증상도 많이 호전됐어요. 감사합니다.
Grimmm Suwon,2022-11-16 19:30:15-07:00,5,0,신속항원검사 가격.. 좋습니다..,가격이 있는 앱은 굿닥이 처음..헛걸음 할뻔했어요 좋습니다..
Kwak Soyoung,2022-11-16 19:28:11-07:00,5,0,응원할게요,자취하는데 코로나 걸려서 정말 막막했거든요? 네이버로 어떻게 해야하는지 찾아보다가 굿닥 알게돼서 비대면진료 써봤어요. 저같은 사람이 많아서 그런지 설명보다는 시간이 좀 걸렸는데 그래도 안전하게 진료받을수 있어서 다행이었습니다. 약도 퀵으로 보내주셔서 정말 감사합니다. 친구들한테 추천하고 다닐게요. 굿닥 화이팅
manoffire64,2022-11-15 20:12:50-07:00,1,0,스팸팩스 그만 보내세요,스팸팩스 그만 보내세요
:' ),2022-11-15 04:44:36-07:00,1,0,앱 버퍼링 무슨 일이에요…?,"2022년에 사용하는 앱 맞나요…?
도대체 어플을 쓸 수가 없어요… 버퍼링정도가 아니라 앱이 그냥 멈춰있어요…"
지니어어,2022-11-11 22:13:05-07:00,1,0,뭐 이딴 앱이 다 있음? 얼척없네 ㅋ,"아파 죽겠는 와중에 비대면 진료 받으려고
어플 설치했는데 버퍼링 미쳤음.. 

얼마나 심하면 굿닥 어플만 실행하면
폰이 엄청 뜨거워집니다. 

최근 폰 구매했는데 이정도면 기계가 아니라 
어플이 문제 있는거 아니에요?

버퍼링 너무 심해서 결제도 어렵고요?
문제는 의사쌤들이 자기들 거래처인 약국에만
있는 약으로 처방전 줍니다. 

번거롭지만 근처 약국으로 직접 수령하실 
분들은 근처 약국과 병원 연결 후 다시 처방전 
받아야해요..

그리고 신규가입하면 만원준다고?
개구라고요 차라리 주황색 아이콘 어플로 넘어가세요!!
 
설치 많이 하는 이유가 있는거임."
noah_ta,2022-11-11 02:14:01-07:00,1,0,급해서 이용했다가 약을 그다음날 받았어요,"약국이 문을 연건지 확인도 안하시는것같은데 ,
또 움직일 상황이 아니어서 이용했다가 약국에서 약을 가져갔다는데 한시간이 넘도록 안오고 있어요
배달하시는분 정보는 하나도없고 위치차악도 안되고 퀵비 8000원인데 진짜 너무합니다"
Grimmm Gunwoo,2022-11-10 02:55:52-07:00,5,0,이 앱은,혁신입니다
Sojung Kisoo,2022-11-10 01:32:06-07:00,5,0,집에서 아토피약 처방받았습니다,오미크론때문에 밖에 돌아다니기 무서워서 아토피약 비대면으로 처방받았는데 편하네요. 앞으로 꾸준히 쓸것 같습니다.
콩쓰투,2022-11-09 15:07:19-07:00,1,0,느리고 발열 심함,엄청느리고 이상합니다. 발열도 막 나요. 권한이 많이 필요해선지 돌어가는게 느리네요
Sangjun Sunyoung,2022-11-09 07:01:40-07:00,5,0,의사쌤들 너무 친절쓰,일부러 친절한 분들만 하시는건가? 비대면진료 몇번 써봤는데 의사쌤들 하나같이 너무 친절함. 게다가 처방약도 퀵으로 보내줌. 이거 웨않써?
Chang Minjun,2022-11-09 07:01:38-07:00,5,0,이런 앱이 있다는거 자체가 감사할따름,카드 등록하고 하는 처음 단계는 조금 귀찮지만 한 번만 해두면 너무 편하고 좋네요
